Sales_Person,Country,Product,Date,Amount,Boxes_Shipped,Year,Month,Day,Day_Name,Day_of_Week,Week,Quarter,Weekend,Revenue_per_Box,Product_ID,Country_ID,Salesperson_ID,Lag_1,Lag_7,Rolling_7,Rolling_30
Husein Augar,UK,Baker's Choco Chips,2022-04-29,3038,135,2022,4,29,Friday,4,17,2,0,22.503703703703703,6,4,11,47.0,371.0,117.85714285714286,0.0
Van Tuxwell,Australia,Baker's Choco Chips,2022-05-11,13258,32,2022,5,11,Wednesday,2,19,2,0,414.3125,6,0,23,135.0,24.0,119.0,0.0
Gigi Bohling,UK,Baker's Choco Chips,2022-05-16,9023,409,2022,5,16,Monday,0,20,2,0,22.061124694376527,6,4,9,32.0,20.0,174.57142857142858,0.0
Jehu Rudeforth,UK,Baker's Choco Chips,2022-05-16,2485,97,2022,5,16,Monday,0,20,2,0,25.61855670103093,6,4,13,409.0,351.0,138.28571428571428,0.0
Kelci Walkden,Canada,Baker's Choco Chips,2022-05-26,3073,302,2022,5,26,Thursday,3,21,2,0,10.175496688741722,6,1,16,97.0,189.0,154.42857142857142,0.0
Jehu Rudeforth,India,Baker's Choco Chips,2022-06-06,2086,74,2022,6,6,Monday,0,23,2,0,28.18918918918919,6,2,13,302.0,59.0,156.57142857142858,0.0
Dotty Strutley,Australia,Baker's Choco Chips,2022-06-07,3605,68,2022,6,7,Tuesday,1,23,2,0,53.01470588235294,6,0,8,74.0,47.0,159.57142857142858,0.0
Rafaelita Blaksland,USA,Baker's Choco Chips,2022-06-09,2863,58,2022,6,9,Thursday,3,23,2,0,49.36206896551724,6,5,21,68.0,135.0,148.57142857142858,0.0
Marney O'Breen,UK,Baker's Choco Chips,2022-06-10,252,154,2022,6,10,Friday,4,23,2,0,1.6363636363636365,6,4,19,58.0,32.0,166.0,0.0
Van Tuxwell,India,Baker's Choco Chips,2022-06-20,3052,447,2022,6,20,Monday,0,25,2,0,6.827740492170022,6,2,23,154.0,409.0,171.42857142857142,190.0
Kelci Walkden,New Zealand,Baker's Choco Chips,2022-06-23,2912,110,2022,6,23,Thursday,3,25,2,0,26.472727272727273,6,3,16,447.0,97.0,173.28571428571428,186.6
Brien Boise,New Zealand,Baker's Choco Chips,2022-07-12,5978,24,2022,7,12,Tuesday,1,28,3,0,249.08333333333334,6,3,3,110.0,302.0,133.57142857142858,184.23333333333332
Jan Morforth,India,Baker's Choco Chips,2022-08-01,13727,79,2022,8,1,Monday,0,31,3,0,173.7594936708861,6,2,12,24.0,74.0,134.28571428571428,172.83333333333334
Beverie Moffet,New Zealand,Baker's Choco Chips,2022-08-03,1372,144,2022,8,3,Wednesday,2,31,3,0,9.527777777777779,6,3,2,79.0,68.0,145.14285714285714,174.26666666666668
Beverie Moffet,Australia,Baker's Choco Chips,2022-08-04,3192,109,2022,8,4,Thursday,3,31,3,0,29.28440366972477,6,0,2,144.0,58.0,152.42857142857142,168.73333333333332
Andria Kimpton,Australia,Baker's Choco Chips,2022-08-09,329,109,2022,8,9,Tuesday,1,32,3,0,3.018348623853211,6,0,0,109.0,154.0,146.0,167.23333333333332
Dennison Crosswaite,USA,Baker's Choco Chips,2022-08-11,17465,271,2022,8,11,Thursday,3,32,3,0,64.44649446494465,6,5,7,109.0,447.0,120.85714285714286,175.96666666666667
Oby Sorrel,USA,Baker's Choco Chips,2022-08-12,8001,120,2022,8,12,Friday,4,32,3,0,66.675,6,5,20,271.0,110.0,122.28571428571429,178.4
Barr Faughny,India,Baker's Choco Chips,2022-08-18,6454,141,2022,8,18,Thursday,3,33,3,0,45.773049645390074,6,2,1,120.0,24.0,139.0,177.43333333333334
Rafaelita Blaksland,Australia,Baker's Choco Chips,2022-08-22,2786,51,2022,8,22,Monday,0,34,3,0,54.627450980392155,6,0,21,141.0,79.0,135.0,166.16666666666666
Madelene Upcott,USA,Baker's Choco Chips,2022-08-22,5621,140,2022,8,22,Monday,0,34,3,0,40.15,6,5,17,51.0,144.0,134.42857142857142,163.66666666666666
Andria Kimpton,Canada,Caramel Stuffed Bars,2022-01-03,7154,348,2022,1,3,Monday,0,1,1,0,20.557471264367816,7,1,0,0.0,0.0,0.0,0.0
Barr Faughny,India,Caramel Stuffed Bars,2022-01-04,6566,99,2022,1,4,Tuesday,1,1,1,0,66.32323232323232,7,2,1,348.0,0.0,0.0,0.0
Wilone O'Kielt,India,Caramel Stuffed Bars,2022-01-13,4179,276,2022,1,13,Thursday,3,2,1,0,15.141304347826088,7,2,24,99.0,0.0,0.0,0.0
Ches Bonnell,Australia,Caramel Stuffed Bars,2022-01-17,8757,162,2022,1,17,Monday,0,3,1,0,54.05555555555556,7,0,5,276.0,0.0,0.0,0.0
Husein Augar,New Zealand,Caramel Stuffed Bars,2022-01-27,497,475,2022,1,27,Thursday,3,4,1,0,1.0463157894736843,7,3,11,162.0,0.0,0.0,0.0
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2022-01-31,5334,227,2022,1,31,Monday,0,5,1,0,23.497797356828194,7,3,15,475.0,0.0,0.0,0.0
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2022-02-01,3374,151,2022,2,1,Tuesday,1,5,1,0,22.344370860927153,7,3,17,227.0,0.0,248.28571428571428,0.0
Van Tuxwell,USA,Caramel Stuffed Bars,2022-02-14,987,21,2022,2,14,Monday,0,7,1,0,47.0,7,5,23,151.0,348.0,201.57142857142858,0.0
Curtice Advani,Australia,Caramel Stuffed Bars,2022-02-14,9114,140,2022,2,14,Monday,0,7,1,0,65.1,7,0,6,21.0,99.0,207.42857142857142,0.0
Marney O'Breen,Canada,Caramel Stuffed Bars,2022-02-23,1372,614,2022,2,23,Wednesday,2,8,1,0,2.234527687296417,7,1,19,140.0,276.0,255.71428571428572,0.0
Brien Boise,India,Caramel Stuffed Bars,2022-02-25,1540,100,2022,2,25,Friday,4,8,1,0,15.4,7,2,3,614.0,162.0,246.85714285714286,0.0
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2022-03-02,3346,304,2022,3,2,Wednesday,2,9,1,0,11.006578947368421,7,1,15,100.0,475.0,222.42857142857142,0.0
Brien Boise,UK,Caramel Stuffed Bars,2022-03-04,2681,149,2022,3,4,Friday,4,9,1,0,17.993288590604028,7,4,3,304.0,227.0,211.28571428571428,0.0
Kelci Walkden,India,Caramel Stuffed Bars,2022-03-16,476,125,2022,3,16,Wednesday,2,11,1,0,3.808,7,2,16,149.0,151.0,207.57142857142858,0.0
Marney O'Breen,India,Caramel Stuffed Bars,2022-03-16,4361,81,2022,3,16,Wednesday,2,11,1,0,53.839506172839506,7,2,19,125.0,21.0,216.14285714285714,0.0
Barr Faughny,USA,Caramel Stuffed Bars,2022-03-29,3318,299,2022,3,29,Tuesday,1,13,1,0,11.096989966555183,7,5,1,81.0,140.0,238.85714285714286,0.0
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2022-04-14,2030,11,2022,4,14,Thursday,3,15,2,0,184.54545454545453,7,0,24,299.0,614.0,152.71428571428572,0.0
Husein Augar,UK,Caramel Stuffed Bars,2022-04-15,14938,433,2022,4,15,Friday,4,15,2,0,34.49884526558891,7,4,11,11.0,100.0,200.28571428571428,0.0
Madelene Upcott,UK,Caramel Stuffed Bars,2022-04-15,161,145,2022,4,15,Friday,4,15,2,0,1.110344827586207,7,4,17,433.0,304.0,177.57142857142858,0.0
Dotty Strutley,USA,Caramel Stuffed Bars,2022-04-15,16982,76,2022,4,15,Friday,4,15,2,0,223.44736842105263,7,5,8,145.0,149.0,167.14285714285714,0.0
Camilla Castle,Australia,Caramel Stuffed Bars,2022-05-02,3178,16,2022,5,2,Monday,0,18,2,0,198.625,7,0,4,76.0,125.0,151.57142857142858,0.0
Andria Kimpton,USA,Caramel Stuffed Bars,2022-05-02,8393,46,2022,5,2,Monday,0,18,2,0,182.45652173913044,7,5,0,16.0,81.0,146.57142857142858,0.0
Van Tuxwell,Australia,Caramel Stuffed Bars,2022-05-17,5936,59,2022,5,17,Tuesday,1,20,2,0,100.61016949152543,7,0,23,46.0,299.0,112.28571428571429,0.0
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,2022-05-20,13083,14,2022,5,20,Friday,4,20,2,0,934.5,7,3,21,59.0,11.0,112.71428571428571,0.0
Kaine Padly,UK,Caramel Stuffed Bars,2022-05-20,10192,67,2022,5,20,Friday,4,20,2,0,152.11940298507463,7,4,14,14.0,433.0,60.42857142857143,0.0
Roddy Speechley,India,Caramel Stuffed Bars,2022-05-30,8911,543,2022,5,30,Monday,0,22,2,0,16.410681399631677,7,2,22,67.0,145.0,117.28571428571429,0.0
Ches Bonnell,UK,Caramel Stuffed Bars,2022-06-02,2926,300,2022,6,2,Thursday,3,22,2,0,9.753333333333334,7,4,5,543.0,76.0,149.28571428571428,0.0
Andria Kimpton,UK,Caramel Stuffed Bars,2022-06-07,7924,275,2022,6,7,Tuesday,1,23,2,0,28.814545454545456,7,4,0,300.0,16.0,186.28571428571428,0.0
Mallorie Waber,Canada,Caramel Stuffed Bars,2022-06-10,4844,539,2022,6,10,Friday,4,23,2,0,8.987012987012987,7,1,18,275.0,46.0,256.7142857142857,0.0
Ches Bonnell,India,Caramel Stuffed Bars,2022-06-15,6839,56,2022,6,15,Wednesday,2,24,2,0,122.125,7,2,5,539.0,59.0,256.2857142857143,205.03333333333333
Camilla Castle,New Zealand,Caramel Stuffed Bars,2022-06-17,4137,347,2022,6,17,Friday,4,24,2,0,11.922190201729107,7,3,4,56.0,14.0,303.85714285714283,205.0
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2022-06-30,7588,42,2022,6,30,Thursday,3,26,2,0,180.66666666666666,7,3,5,347.0,67.0,300.2857142857143,203.1
Jan Morforth,India,Caramel Stuffed Bars,2022-07-04,84,153,2022,7,4,Monday,0,27,3,0,0.5490196078431373,7,2,12,42.0,543.0,244.57142857142858,199.0
Gigi Bohling,Australia,Caramel Stuffed Bars,2022-07-08,8001,151,2022,7,8,Friday,4,27,3,0,52.98675496688742,7,0,9,153.0,300.0,223.28571428571428,198.63333333333333
Dennison Crosswaite,USA,Caramel Stuffed Bars,2022-07-11,2317,464,2022,7,11,Monday,0,28,3,0,4.993534482758621,7,5,7,151.0,275.0,250.28571428571428,198.26666666666668
Marney O'Breen,UK,Caramel Stuffed Bars,2022-07-19,3549,112,2022,7,19,Tuesday,1,29,3,0,31.6875,7,4,19,464.0,539.0,189.28571428571428,194.43333333333334
Kaine Padly,USA,Caramel Stuffed Bars,2022-07-21,5593,122,2022,7,21,Thursday,3,29,3,0,45.84426229508197,7,5,14,112.0,56.0,198.71428571428572,193.46666666666667
Gunar Cockshoot,India,Caramel Stuffed Bars,2022-07-28,2471,202,2022,7,28,Thursday,3,30,3,0,12.232673267326733,7,2,10,122.0,347.0,178.0,199.5
Barr Faughny,Australia,Caramel Stuffed Bars,2022-07-29,2933,55,2022,7,29,Friday,4,30,3,0,53.32727272727273,7,0,1,202.0,42.0,179.85714285714286,196.66666666666666
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2022-08-01,7119,101,2022,8,1,Monday,0,31,3,0,70.48514851485149,7,1,21,55.0,153.0,172.42857142857142,179.56666666666666
Jan Morforth,Canada,Caramel Stuffed Bars,2022-08-02,9541,114,2022,8,2,Tuesday,1,31,3,0,83.69298245614036,7,1,12,101.0,151.0,167.14285714285714,180.03333333333333
Jan Morforth,UK,Caramel Stuffed Bars,2022-08-02,3094,468,2022,8,2,Tuesday,1,31,3,0,6.611111111111111,7,4,12,114.0,464.0,167.71428571428572,185.5
Dotty Strutley,UK,Caramel Stuffed Bars,2022-08-10,5768,235,2022,8,10,Wednesday,2,32,3,0,24.54468085106383,7,4,8,468.0,112.0,185.28571428571428,188.36666666666667
Dotty Strutley,New Zealand,Choco Coated Almonds,2022-01-04,5733,348,2022,1,4,Tuesday,1,1,1,0,16.474137931034484,8,3,8,0.0,0.0,0.0,0.0
Ches Bonnell,USA,Choco Coated Almonds,2022-01-04,14525,92,2022,1,4,Tuesday,1,1,1,0,157.8804347826087,8,5,5,348.0,0.0,0.0,0.0
Dennison Crosswaite,Canada,Choco Coated Almonds,2022-01-13,10479,118,2022,1,13,Thursday,3,2,1,0,88.80508474576271,8,1,7,92.0,0.0,0.0,0.0
Madelene Upcott,India,Choco Coated Almonds,2022-02-11,3500,145,2022,2,11,Friday,4,6,1,0,24.137931034482758,8,2,17,118.0,0.0,0.0,0.0
Oby Sorrel,India,Choco Coated Almonds,2022-02-14,49,363,2022,2,14,Monday,0,7,1,0,0.1349862258953168,8,2,20,145.0,0.0,0.0,0.0
Beverie Moffet,India,Choco Coated Almonds,2022-02-24,3577,261,2022,2,24,Thursday,3,8,1,0,13.704980842911878,8,2,2,363.0,0.0,0.0,0.0
Gigi Bohling,USA,Choco Coated Almonds,2022-03-02,12313,103,2022,3,2,Wednesday,2,9,1,0,119.54368932038835,8,5,9,261.0,0.0,204.28571428571428,0.0
Husein Augar,UK,Choco Coated Almonds,2022-03-02,4333,43,2022,3,2,Wednesday,2,9,1,0,100.76744186046511,8,4,11,103.0,348.0,160.71428571428572,0.0
Beverie Moffet,UK,Choco Coated Almonds,2022-03-04,3010,69,2022,3,4,Friday,4,9,1,0,43.6231884057971,8,4,2,43.0,92.0,157.42857142857142,0.0
Oby Sorrel,UK,Choco Coated Almonds,2022-03-17,9324,41,2022,3,17,Thursday,3,11,1,0,227.41463414634146,8,4,20,69.0,118.0,146.42857142857142,0.0
Mallorie Waber,Australia,Choco Coated Almonds,2022-03-18,15750,92,2022,3,18,Friday,4,11,1,0,171.19565217391303,8,0,18,41.0,145.0,138.85714285714286,0.0
Ches Bonnell,India,Choco Coated Almonds,2022-04-05,9625,78,2022,4,5,Tuesday,1,14,2,0,123.3974358974359,8,2,5,92.0,363.0,98.14285714285714,0.0
Madelene Upcott,Australia,Choco Coated Almonds,2022-04-08,2058,72,2022,4,8,Friday,4,14,2,0,28.583333333333332,8,0,17,78.0,261.0,71.14285714285714,0.0
Ches Bonnell,Australia,Choco Coated Almonds,2022-04-08,1470,167,2022,4,8,Friday,4,14,2,0,8.802395209580839,8,0,5,72.0,103.0,80.28571428571429,0.0
Van Tuxwell,India,Choco Coated Almonds,2022-04-13,5733,114,2022,4,13,Wednesday,2,15,2,0,50.28947368421053,8,2,23,167.0,43.0,90.42857142857143,0.0
Dotty Strutley,Australia,Choco Coated Almonds,2022-04-13,1645,284,2022,4,13,Wednesday,2,15,2,0,5.792253521126761,8,0,8,114.0,69.0,121.14285714285714,0.0
Jehu Rudeforth,UK,Choco Coated Almonds,2022-04-22,4270,185,2022,4,22,Friday,4,16,2,0,23.08108108108108,8,4,13,284.0,41.0,141.71428571428572,0.0
Roddy Speechley,Canada,Choco Coated Almonds,2022-05-11,5873,249,2022,5,11,Wednesday,2,19,2,0,23.586345381526105,8,1,22,185.0,92.0,164.14285714285714,0.0
Kaine Padly,Canada,Choco Coated Almonds,2022-05-18,3164,164,2022,5,18,Wednesday,2,20,2,0,19.29268292682927,8,1,14,249.0,78.0,176.42857142857142,0.0
Madelene Upcott,UK,Choco Coated Almonds,2022-05-24,10164,134,2022,5,24,Tuesday,1,21,2,0,75.85074626865672,8,4,17,164.0,72.0,185.28571428571428,0.0
Kelci Walkden,UK,Choco Coated Almonds,2022-05-24,9506,212,2022,5,24,Tuesday,1,21,2,0,44.839622641509436,8,4,16,134.0,167.0,191.71428571428572,0.0
Brien Boise,Australia,Choco Coated Almonds,2022-05-25,5124,62,2022,5,25,Wednesday,2,21,2,0,82.64516129032258,8,0,3,212.0,114.0,184.28571428571428,0.0
Wilone O'Kielt,USA,Choco Coated Almonds,2022-06-06,9457,6,2022,6,6,Monday,0,23,2,0,1576.1666666666667,8,5,24,62.0,284.0,144.57142857142858,0.0
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,2022-06-07,2093,45,2022,6,7,Tuesday,1,23,2,0,46.51111111111111,8,3,21,6.0,185.0,124.57142857142857,0.0
Ches Bonnell,UK,Choco Coated Almonds,2022-06-07,1687,236,2022,6,7,Tuesday,1,23,2,0,7.148305084745763,8,4,5,45.0,249.0,122.71428571428571,0.0
Madelene Upcott,USA,Choco Coated Almonds,2022-06-07,5446,132,2022,6,7,Tuesday,1,23,2,0,41.25757575757576,8,5,17,236.0,164.0,118.14285714285714,0.0
Gunar Cockshoot,UK,Choco Coated Almonds,2022-06-30,5775,135,2022,6,30,Thursday,3,26,2,0,42.77777777777778,8,4,10,132.0,134.0,118.28571428571429,0.0
Mallorie Waber,Canada,Choco Coated Almonds,2022-07-11,4781,241,2022,7,11,Monday,0,28,3,0,19.83817427385892,8,1,18,135.0,212.0,122.42857142857143,0.0
Madelene Upcott,Canada,Choco Coated Almonds,2022-07-20,3458,294,2022,7,20,Wednesday,2,29,3,0,11.761904761904763,8,1,17,241.0,62.0,155.57142857142858,0.0
Marney O'Breen,Australia,Choco Coated Almonds,2022-07-27,11298,41,2022,7,27,Wednesday,2,30,3,0,275.5609756097561,8,0,19,294.0,6.0,160.57142857142858,150.86666666666667
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2022-08-01,13062,62,2022,8,1,Monday,0,31,3,0,210.67741935483872,8,3,10,41.0,45.0,163.0,141.33333333333334
Kaine Padly,UK,Choco Coated Almonds,2022-08-03,8022,123,2022,8,3,Wednesday,2,31,3,0,65.21951219512195,8,4,14,62.0,236.0,146.85714285714286,142.36666666666667
Jan Morforth,India,Choco Coated Almonds,2022-08-12,2541,134,2022,8,12,Friday,4,32,3,0,18.96268656716418,8,2,12,123.0,132.0,147.14285714285714,142.9
Husein Augar,Canada,Choco Coated Almonds,2022-08-15,3381,408,2022,8,15,Monday,0,33,3,0,8.286764705882353,8,1,11,134.0,135.0,186.14285714285714,151.66666666666666
Curtice Advani,Canada,Choco Coated Almonds,2022-08-18,5859,7,2022,8,18,Thursday,3,33,3,0,837.0,8,1,6,408.0,241.0,152.71428571428572,139.8
Van Tuxwell,Canada,Choco Coated Almonds,2022-08-19,2282,296,2022,8,19,Friday,4,33,3,0,7.70945945945946,8,1,23,7.0,294.0,153.0,140.96666666666667
Marney O'Breen,Canada,Choco Coated Almonds,2022-08-22,2639,406,2022,8,22,Monday,0,34,3,0,6.5,8,1,19,296.0,41.0,205.14285714285714,151.06666666666666
Wilone O'Kielt,India,Choco Coated Almonds,2022-08-22,2933,233,2022,8,22,Monday,0,34,3,0,12.587982832618026,8,2,24,406.0,62.0,229.57142857142858,157.4
Ches Bonnell,Canada,Choco Coated Almonds,2022-08-24,15547,269,2022,8,24,Wednesday,2,34,3,0,57.795539033457246,8,1,5,233.0,123.0,250.42857142857142,164.06666666666666
Dennison Crosswaite,Canada,Drinking Coco,2022-01-10,2702,24,2022,1,10,Monday,0,2,1,0,112.58333333333333,9,1,7,0.0,0.0,0.0,0.0
Dennison Crosswaite,New Zealand,Drinking Coco,2022-01-11,4109,197,2022,1,11,Tuesday,1,2,1,0,20.85786802030457,9,3,7,24.0,0.0,0.0,0.0
Beverie Moffet,New Zealand,Drinking Coco,2022-01-12,1141,518,2022,1,12,Wednesday,2,2,1,0,2.2027027027027026,9,3,2,197.0,0.0,0.0,0.0
Gunar Cockshoot,Australia,Drinking Coco,2022-01-14,2317,195,2022,1,14,Friday,4,2,1,0,11.882051282051282,9,0,10,518.0,0.0,0.0,0.0
Jehu Rudeforth,Australia,Drinking Coco,2022-01-14,2611,65,2022,1,14,Friday,4,2,1,0,40.16923076923077,9,0,13,195.0,0.0,0.0,0.0
Brien Boise,UK,Drinking Coco,2022-01-27,5754,133,2022,1,27,Thursday,3,4,1,0,43.26315789473684,9,4,3,65.0,0.0,0.0,0.0
Kaine Padly,UK,Drinking Coco,2022-01-27,2317,224,2022,1,27,Thursday,3,4,1,0,10.34375,9,4,14,133.0,0.0,193.71428571428572,0.0
Barr Faughny,India,Drinking Coco,2022-01-28,2219,142,2022,1,28,Friday,4,4,1,0,15.626760563380282,9,2,1,224.0,24.0,210.57142857142858,0.0
Jehu Rudeforth,UK,Drinking Coco,2022-02-03,7140,438,2022,2,3,Thursday,3,5,1,0,16.301369863013697,9,4,13,142.0,197.0,245.0,0.0
Curtice Advani,USA,Drinking Coco,2022-02-07,5187,142,2022,2,7,Monday,0,6,1,0,36.528169014084504,9,5,6,438.0,518.0,191.28571428571428,0.0
Ches Bonnell,New Zealand,Drinking Coco,2022-02-16,8302,131,2022,2,16,Wednesday,2,7,1,0,63.37404580152672,9,3,5,142.0,195.0,182.14285714285714,0.0
Jan Morforth,Australia,Drinking Coco,2022-02-18,2821,24,2022,2,18,Friday,4,7,1,0,117.54166666666667,9,0,12,131.0,65.0,176.28571428571428,0.0
Rafaelita Blaksland,Australia,Drinking Coco,2022-02-21,11550,396,2022,2,21,Monday,0,8,1,0,29.166666666666668,9,0,21,24.0,133.0,213.85714285714286,0.0
Roddy Speechley,USA,Drinking Coco,2022-02-21,3003,155,2022,2,21,Monday,0,8,1,0,19.374193548387098,9,5,22,396.0,224.0,204.0,0.0
Camilla Castle,Canada,Drinking Coco,2022-03-03,12481,264,2022,3,3,Thursday,3,9,1,0,47.27651515151515,9,1,4,155.0,142.0,221.42857142857142,0.0
Mallorie Waber,India,Drinking Coco,2022-03-07,3948,142,2022,3,7,Monday,0,10,1,0,27.802816901408452,9,2,18,264.0,438.0,179.14285714285714,0.0
Kelci Walkden,New Zealand,Drinking Coco,2022-03-10,15855,111,2022,3,10,Thursday,3,10,1,0,142.83783783783784,9,3,16,142.0,142.0,174.71428571428572,0.0
Oby Sorrel,USA,Drinking Coco,2022-03-11,7714,44,2022,3,11,Friday,4,10,1,0,175.3181818181818,9,5,20,111.0,131.0,162.28571428571428,0.0
Husein Augar,UK,Drinking Coco,2022-03-14,3003,113,2022,3,14,Monday,0,11,1,0,26.575221238938052,9,4,11,44.0,24.0,175.0,0.0
Marney O'Breen,UK,Drinking Coco,2022-03-29,973,28,2022,3,29,Tuesday,1,13,1,0,34.75,9,4,19,113.0,396.0,122.42857142857143,0.0
Van Tuxwell,UK,Drinking Coco,2022-04-04,5803,136,2022,4,4,Monday,0,14,2,0,42.669117647058826,9,4,23,28.0,155.0,119.71428571428571,0.0
Wilone O'Kielt,Australia,Drinking Coco,2022-04-06,623,283,2022,4,6,Wednesday,2,14,2,0,2.2014134275618376,9,0,24,136.0,264.0,122.42857142857143,0.0
Barr Faughny,Canada,Drinking Coco,2022-04-18,6237,247,2022,4,18,Monday,0,16,2,0,25.251012145748987,9,1,1,283.0,142.0,137.42857142857142,0.0
Kelci Walkden,UK,Drinking Coco,2022-04-20,1792,23,2022,4,20,Wednesday,2,16,2,0,77.91304347826087,9,4,16,247.0,111.0,124.85714285714286,0.0
Kelci Walkden,Australia,Drinking Coco,2022-05-04,1288,60,2022,5,4,Wednesday,2,18,2,0,21.466666666666665,9,0,16,23.0,44.0,127.14285714285714,0.0
Gunar Cockshoot,USA,Drinking Coco,2022-05-09,3843,5,2022,5,9,Monday,0,19,2,0,768.6,9,5,10,60.0,113.0,111.71428571428571,0.0
Dennison Crosswaite,USA,Drinking Coco,2022-05-10,2191,138,2022,5,10,Tuesday,1,19,2,0,15.876811594202898,9,5,7,5.0,28.0,127.42857142857143,0.0
Roddy Speechley,Australia,Drinking Coco,2022-05-12,12565,102,2022,5,12,Thursday,3,19,2,0,123.18627450980392,9,0,22,138.0,136.0,122.57142857142857,0.0
Roddy Speechley,Canada,Drinking Coco,2022-05-17,6776,312,2022,5,17,Tuesday,1,20,2,0,21.71794871794872,9,1,22,102.0,283.0,126.71428571428571,0.0
Wilone O'Kielt,UK,Drinking Coco,2022-05-18,3388,55,2022,5,18,Wednesday,2,20,2,0,61.6,9,4,24,312.0,247.0,99.28571428571429,161.56666666666666
Andria Kimpton,UK,Drinking Coco,2022-05-23,1554,65,2022,5,23,Monday,0,21,2,0,23.907692307692308,9,4,0,55.0,23.0,105.28571428571429,162.93333333333334
Mallorie Waber,UK,Drinking Coco,2022-05-27,3423,100,2022,5,27,Friday,4,21,2,0,34.23,9,4,18,65.0,60.0,111.0,159.7
Karlen McCaffrey,India,Drinking Coco,2022-05-31,4795,233,2022,5,31,Tuesday,1,22,2,0,20.5793991416309,9,2,15,100.0,5.0,143.57142857142858,150.2
Roddy Speechley,India,Drinking Coco,2022-05-31,4494,11,2022,5,31,Tuesday,1,22,2,0,408.54545454545456,9,2,22,233.0,138.0,125.42857142857143,144.06666666666666
Brien Boise,New Zealand,Drinking Coco,2022-06-06,1582,100,2022,6,6,Monday,0,23,2,0,15.82,9,3,3,11.0,102.0,125.14285714285714,145.23333333333332
Wilone O'Kielt,USA,Drinking Coco,2022-06-14,1029,98,2022,6,14,Tuesday,1,24,2,0,10.5,9,5,24,100.0,312.0,94.57142857142857,144.06666666666666
Van Tuxwell,Canada,Drinking Coco,2022-06-15,4900,709,2022,6,15,Wednesday,2,24,2,0,6.91114245416079,9,1,23,98.0,55.0,188.0,160.23333333333332
Rafaelita Blaksland,USA,Drinking Coco,2022-06-20,8526,73,2022,6,20,Monday,0,25,2,0,116.79452054794521,9,5,21,709.0,65.0,189.14285714285714,157.93333333333334
Andria Kimpton,Australia,Drinking Coco,2022-06-28,1603,48,2022,6,28,Tuesday,1,26,2,0,33.395833333333336,9,0,0,73.0,100.0,181.71428571428572,144.93333333333334
Karlen McCaffrey,USA,Drinking Coco,2022-06-29,112,223,2022,6,29,Wednesday,2,26,2,0,0.5022421524663677,9,5,15,48.0,233.0,180.28571428571428,147.63333333333333
Gigi Bohling,UK,Drinking Coco,2022-06-30,5782,42,2022,6,30,Thursday,3,26,2,0,137.66666666666666,9,4,9,223.0,11.0,184.71428571428572,144.66666666666666
Kelci Walkden,India,Drinking Coco,2022-07-04,7532,234,2022,7,4,Monday,0,27,3,0,32.18803418803419,9,2,16,42.0,100.0,203.85714285714286,151.66666666666666
Beverie Moffet,Canada,Drinking Coco,2022-07-05,994,118,2022,7,5,Tuesday,1,27,3,0,8.423728813559322,9,1,2,234.0,98.0,206.71428571428572,142.4
Gigi Bohling,Canada,Drinking Coco,2022-07-06,3549,82,2022,7,6,Wednesday,2,27,3,0,43.28048780487805,9,1,9,118.0,709.0,117.14285714285714,139.96666666666667
Rafaelita Blaksland,Canada,Drinking Coco,2022-07-12,9884,200,2022,7,12,Tuesday,1,28,3,0,49.42,9,1,21,82.0,73.0,135.28571428571428,137.83333333333334
Curtice Advani,UK,Drinking Coco,2022-07-12,455,174,2022,7,12,Tuesday,1,28,3,0,2.6149425287356323,9,4,6,200.0,48.0,153.28571428571428,138.9
Dennison Crosswaite,Australia,Drinking Coco,2022-07-13,7091,194,2022,7,13,Wednesday,2,28,3,0,36.55154639175258,9,0,7,174.0,223.0,149.14285714285714,141.66666666666666
Jehu Rudeforth,Canada,Drinking Coco,2022-07-15,441,24,2022,7,15,Friday,4,28,3,0,18.375,9,1,13,194.0,42.0,146.57142857142858,141.0
Beverie Moffet,India,Drinking Coco,2022-07-15,6055,46,2022,7,15,Friday,4,28,3,0,131.6304347826087,9,2,2,24.0,234.0,119.71428571428571,138.76666666666668
Dotty Strutley,Australia,Drinking Coco,2022-07-19,91,135,2022,7,19,Tuesday,1,29,3,0,0.674074074074074,9,0,8,46.0,118.0,122.14285714285714,142.33333333333334
Oby Sorrel,India,Drinking Coco,2022-07-21,16380,130,2022,7,21,Thursday,3,29,3,0,126.0,9,2,20,135.0,82.0,129.0,142.13333333333333
Kelci Walkden,USA,Drinking Coco,2022-07-26,6454,160,2022,7,26,Tuesday,1,30,3,0,40.3375,9,5,16,130.0,200.0,123.28571428571429,138.03333333333333
Gigi Bohling,Australia,Drinking Coco,2022-07-27,2807,139,2022,7,27,Wednesday,2,30,3,0,20.194244604316548,9,0,9,160.0,174.0,118.28571428571429,134.43333333333334
